"id","response"
"636","The answer is \boxed{990100}"
"637","The answer is \boxed{A,B,F,C,D,E}"
"638","The answer is \boxed{0.151,(-infty,-1.751)U(1.751,infty),0.880,D}"
"639","The answer is \boxed{3.325}"
"640","The answer is \boxed{G}"
"641","The answer is \boxed{6.4,46.08}"
"642","The answer is \boxed{6,\frac{\pi}{3},13}"
"643","The answer is \boxed{True,False,False,True,False}"
"644","The answer is \boxed{A}"
"645","The answer is \boxed{129n-11500}"
"646","The answer is \boxed{A}"
"647","The answer is \boxed{J}"
"648","The answer is \boxed{W=11.51+0.83x,30.60}"
"649","The answer is \boxed{300}"
"650","The answer is \boxed{J}"
"651","The answer is \boxed{73.00,114.5}"
"652","The answer is \boxed{163}"
"653","The answer is \boxed{-\frac{45}{7}t+\frac{600}{7},\frac{600}{7},\frac{330}{7}}"
"654","The answer is \boxed{\sqrt{19},2,2,2}"
"655","The answer is \boxed{S = 0.85L}"
"656","The answer is \boxed{6x^2 - 23x + 15}"
"657","The answer is \boxed{180-2\sqrt{14},180+2\sqrt{14},180-2\sqrt{12.7},180+2\sqrt{12.7},0,\sqrt{26.7},-2\sqrt{26.7},2\sqrt{26.7}}"
"658","The answer is \boxed{A}"
"659","The answer is \boxed{29.94}"
"660","The answer is \boxed{E}"
"661","The answer is \boxed{r=4+h/1000,\ w=2880/(4+h/1000)^2}"
"662","The answer is \boxed{23}"
"663","The answer is \boxed{F}"
"664","The answer is \boxed{\frac{83}{100},\frac{83}{99}}"
"665","The answer is \boxed{B}"
"666","The answer is \boxed{42.68}"
"667","The answer is \boxed{H}"
"668","The answer is \boxed{G}"
"669","The answer is \boxed{H}"
"670","The answer is \boxed{D}"
"671","The answer is \boxed{1.71,113.2}"
"672","The answer is \boxed{D}"
"673","The answer is \boxed{437400}"
"674","The answer is \boxed{8x+7}"
"675","The answer is \boxed{B}"
"676","The answer is \boxed{D,A,A}"
"677","The answer is \boxed{F}"
"678","The answer is \boxed{13960}"
"679","The answer is \boxed{11.00}"
"680","The answer is \boxed{0.035,0.0525,0.0775,A}"
"681","The answer is \boxed{28900,170,135,205}"
"682","The answer is \boxed{G}"
"683","The answer is \boxed{-0.65}"
"684","The answer is \boxed{-1.555}"
"685","The answer is \boxed{C,D}"
"686","The answer is \boxed{D}"
"687","The answer is \boxed{24500}"
"688","The answer is \boxed{2051325}"
"689","The answer is \boxed{45,43}"
"690","The answer is \boxed{G}"
"691","The answer is \boxed{(19.67,26.99)}"
"692","The answer is \boxed{1.24}"
"693","The answer is \boxed{30,\frac{15}{2},\frac{11}{2}}"
"694","The answer is \boxed{C(x)=6750+9x,\ R(x)=36x,\ P(x)=27x-6750,\ 250}"
"695","The answer is \boxed{E}"
"696","The answer is \boxed{x+8,-81}"
"697","The answer is \boxed{60}"
"698","The answer is \boxed{-50.92}"
"699","The answer is \boxed{6,3}"
"700","The answer is \boxed{F}"
"701","The answer is \boxed{22}"
"702","The answer is \boxed{-u^4 - 4u^3 + 3u^2 - 6u - 8}"
"703","The answer is \boxed{B}"
"704","The answer is \boxed{3.65,1.645,B}"
"705","The answer is \boxed{True,False,False,True}"
"706","The answer is \boxed{2047.22}"
"707","The answer is \boxed{5200,2600}"
"708","The answer is \boxed{-\frac{9}{2},\frac{9}{2},-\frac{81}{4}}"
"709","The answer is \boxed{E}"
"710","The answer is \boxed{1.838,4.729}"
"711","The answer is \boxed{D}"
"712","The answer is \boxed{D,D,A}"
"713","The answer is \boxed{-3,not real}"
"714","The answer is \boxed{84.00}"
"715","The answer is \boxed{5,7,9,13,\frac{17}{2},6,7,9,8,10,11,\frac{17}{2}}"
"716","The answer is \boxed{0.5758}"
"717","The answer is \boxed{7992}"
"718","The answer is \boxed{65761800,72704000,median}"
"719","The answer is \boxed{E}"
"720","The answer is \boxed{D}"
"721","The answer is \boxed{A}"
"722","The answer is \boxed{2051325}"
"723","The answer is \boxed{-\frac{\sqrt3}{2},-\frac{\sqrt2}{2}}"
"724","The answer is \boxed{2}"
"725","The answer is \boxed{41.302,13.277,A}"
"726","The answer is \boxed{7,48}"
"727","The answer is \boxed{A}"
"728","The answer is \boxed{80000}"
"729","The answer is \boxed{G}"
"730","The answer is \boxed{I}"
"731","The answer is \boxed{J}"
"732","The answer is \boxed{H}"
"733","The answer is \boxed{68,247,97,17}"
"734","The answer is \boxed{4830,4.830}"
"735","The answer is \boxed{28,42.5,55,-29,82,27,A}"
"736","The answer is \boxed{sqrt(30)/2}"
"737","The answer is \boxed{2140}"
"738","The answer is \boxed{A,C,A,A}"
"739","The answer is \boxed{\frac{Q}{1 - Z}}"
"740","The answer is \boxed{\frac{5184}{81 \cos^2 t - 64 \sin^2 t}}"
"741","The answer is \boxed{H}"
"742","The answer is \boxed{241.0}"
"743","The answer is \boxed{430}"
"744","The answer is \boxed{26.875,32.1875}"
"745","The answer is \boxed{2\sin C\cos C,\cos A\cos B-\sin A\sin B,\frac{2\tan C}{1-\tan^2 C},\sin A\cos B-\cos A\sin B,\sin A\cos B+\cos A\sin B,\cos A\cos B+\sin A\sin B,\frac{\sin x}{1+\cos x},\cos^2 C-\sin^2 C}"
"746","The answer is \boxed{17417,30856,808694,103863,876259,924095,21108}"
"747","The answer is \boxed{A}"
"748","The answer is \boxed{222.45,186.55,79.43,66.57,50.04,41.96,31.01,25.99,20.81,3,11.345,B}"
"749","The answer is \boxed{5{,}5{,}5{,}5{,}5,\ is,\ 14/9{,}19/14{,}24/19{,}29/24{,}34/29,\ is not,\ 5n+9,\ (-1)^{n+1}(5n+9)}"
"750","The answer is \boxed{36.98\%,\ln(0.95),C,E}"
"751","The answer is \boxed{31}"
"752","The answer is \boxed{D}"
"753","The answer is \boxed{16.56}"
"754","The answer is \boxed{60x^2+65x}"
"755","The answer is \boxed{F}"
"756","The answer is \boxed{109.27 ft,520.16 ft}"
"757","The answer is \boxed{C}"
"758","The answer is \boxed{C}"
"759","The answer is \boxed{C}"
"760","The answer is \boxed{I}"
"761","The answer is \boxed{5f(n-1) + 4}"
"762","The answer is \boxed{2x(55x+21)}"
"763","The answer is \boxed{13.00,2.667}"
"764","The answer is \boxed{\frac{(a+b)(a-b)^4}{c^5}}"
"765","The answer is \boxed{A}"
"766","The answer is \boxed{4.3750,7.3333,11.4286}"
"767","The answer is \boxed{D}"
"768","The answer is \boxed{G}"
"769","The answer is \boxed{1620}"
"770","The answer is \boxed{3,4,1,3,2,1,2,2,\frac12,2}"
"771","The answer is \boxed{2}"
"772","The answer is \boxed{H}"
"773","The answer is \boxed{\frac{3a-14}{3}}"
"774","The answer is \boxed{24,28,33,39,42}"
"775","The answer is \boxed{y=6\sin(x-7)-6}"
"776","The answer is \boxed{A}"
"777","The answer is \boxed{8}"
"778","The answer is \boxed{I}"
"779","The answer is \boxed{F}"
"780","The answer is \boxed{3t^{14}+6t^{12}+9t^{10}}"
"781","The answer is \boxed{\frac{\sqrt{15}}{8}}"
"782","The answer is \boxed{-1517}"
"783","The answer is \boxed{H}"
"784","The answer is \boxed{\frac{17}{60}}"
"785","The answer is \boxed{False,True,False,False}"
"786","The answer is \boxed{C}"
"787","The answer is \boxed{16446944,\ 41.56,\ 46.92}"
"788","The answer is \boxed{A}"
"789","The answer is \boxed{8,8,-8,-8}"
"790","The answer is \boxed{-20x^2+45x-25=0}"
"791","The answer is \boxed{F}"
"792","The answer is \boxed{\frac{\log(V/T)}{\log(h/g)}}"
"793","The answer is \boxed{D}"
"794","The answer is \boxed{4.47,4}"
"795","The answer is \boxed{450,2,6}"
"796","The answer is \boxed{F}"
"797","The answer is \boxed{C}"
"798","The answer is \boxed{245275949/62500,EXTRANEOUS}"
"799","The answer is \boxed{8096}"
"800","The answer is \boxed{140}"
"801","The answer is \boxed{G}"
"802","The answer is \boxed{26/7}"
"803","The answer is \boxed{124}"
"804","The answer is \boxed{F}"
"805","The answer is \boxed{A}"
"806","The answer is \boxed{-\frac{\sqrt{869}}{45},-\frac{34}{45},\frac{\sqrt{869}}{34},\frac{34\sqrt{869}}{869},-\frac{45}{34},-\frac{45\sqrt{869}}{869}}"
"807","The answer is \boxed{E}"
"808","The answer is \boxed{D}"
"809","The answer is \boxed{1130}"
"810","The answer is \boxed{F}"
"811","The answer is \boxed{1.336 \times 10^{-19}}"
"812","The answer is \boxed{r^{12}\sin^6 t\cos^6 t=8}"
"813","The answer is \boxed{A,C}"
"814","The answer is \boxed{5,3.1636,0.6327,0.9293,30,20.4244,0.6808,35,23.5881}"
"815","The answer is \boxed{H}"
"816","The answer is \boxed{8.7,10.5333\ldots}"
"817","The answer is \boxed{\frac{88}{21}}"
"818","The answer is \boxed{6b+5a,ab}"
"819","The answer is \boxed{E}"
"820","The answer is \boxed{15}"
"821","The answer is \boxed{C,A,A,A}"
"822","The answer is \boxed{200}"
"823","The answer is \boxed{501}"
"824","The answer is \boxed{C}"
"825","The answer is \boxed{D}"
"826","The answer is \boxed{1800}"
"827","The answer is \boxed{H}"
"828","The answer is \boxed{99.63,110.37}"
"829","The answer is \boxed{8464}"
"830","The answer is \boxed{9.215}"
"831","The answer is \boxed{E}"
"832","The answer is \boxed{J}"
"833","The answer is \boxed{-19/3,3/4,48/6,40/3}"
"834","The answer is \boxed{\frac{\pi}{4},\frac{3\pi}{2},-\frac{19\pi}{6}}"
"835","The answer is \boxed{126}"
"836","The answer is \boxed{2025}"
"837","The answer is \boxed{D}"
"838","The answer is \boxed{(23.66,28.34)}"
"839","The answer is \boxed{G}"
"840","The answer is \boxed{F}"
"841","The answer is \boxed{\sin(40+8\sqrt{x}),5+\sqrt{\sin(8x)}}"
"842","The answer is \boxed{65.47,1.552,6.051,1.833,B}"
"843","The answer is \boxed{2y,10}"
"844","The answer is \boxed{J}"
"845","The answer is \boxed{5}"
"846","The answer is \boxed{3,1,2,3,-2}"
"847","The answer is \boxed{H}"
"848","The answer is \boxed{E}"
"849","The answer is \boxed{4(n+1)}"
"850","The answer is \boxed{C}"
"851","The answer is \boxed{B,C}"
"852","The answer is \boxed{414.72}"
"853","The answer is \boxed{C}"
"854","The answer is \boxed{-\frac{47}{8},-\frac{47}{6}}"
"855","The answer is \boxed{20000,2000}"
"856","The answer is \boxed{D}"
"857","The answer is \boxed{A,0.8967,0.9153,A,0.8996,0.9222}"
"858","The answer is \boxed{2.300,1.691,Yes}"
"859","The answer is \boxed{1,2,2,4}"
"860","The answer is \boxed{22}"
"861","The answer is \boxed{G}"
"862","The answer is \boxed{I}"
"863","The answer is \boxed{\frac{1}{t^{69}}}"
"864","The answer is \boxed{\frac{35}{3},25}"
"865","The answer is \boxed{\frac{7}{x} - 8}"
"866","The answer is \boxed{H}"
"867","The answer is \boxed{E}"
"868","The answer is \boxed{E}"
"869","The answer is \boxed{20.50,\frac{x + y + xy}{2}}"
"870","The answer is \boxed{D}"
"871","The answer is \boxed{G}"
"872","The answer is \boxed{infinity,0}"
"873","The answer is \boxed{B}"
"874","The answer is \boxed{J}"
"875","The answer is \boxed{C}"
"876","The answer is \boxed{C}"
"877","The answer is \boxed{F}"
"878","The answer is \boxed{I}"
"879","The answer is \boxed{H}"
"880","The answer is \boxed{\frac{35}{37},\frac{35}{12}}"
"881","The answer is \boxed{D}"
"882","The answer is \boxed{1200,3600}"
"883","The answer is \boxed{656.1}"
"884","The answer is \boxed{(x - 59)^2 + 74}"
"885","The answer is \boxed{18,139.875,18,B}"
"886","The answer is \boxed{A,C}"
"887","The answer is \boxed{I}"
"888","The answer is \boxed{I}"
"889","The answer is \boxed{5,4y}"
"890","The answer is \boxed{A,A,C,6}"
"891","The answer is \boxed{A}"
"892","The answer is \boxed{69.65}"
"893","The answer is \boxed{A,C}"
"894","The answer is \boxed{0.027,0.465,2.013,-0.131,0.231,-0.133,0.228,10}"
"895","The answer is \boxed{70 \left( \frac{2}{7} \right)^{\frac{x - 10}{20}}}"
"896","The answer is \boxed{False,True,False,False,True,True,False,True}"
"897","The answer is \boxed{84.875}"
"898","The answer is \boxed{48}"
"899","The answer is \boxed{D}"
"900","The answer is \boxed{1200,3600}"
"901","The answer is \boxed{H}"
"902","The answer is \boxed{3,2}"
"903","The answer is \boxed{A,C}"
"904","The answer is \boxed{A}"
"905","The answer is \boxed{B,C}"
"906","The answer is \boxed{x=2,x=5}"
"907","The answer is \boxed{450}"
"908","The answer is \boxed{39.390}"
"909","The answer is \boxed{1520}"
"910","The answer is \boxed{1134,16}"
"911","The answer is \boxed{A}"
"912","The answer is \boxed{6013}"
"913","The answer is \boxed{G}"
"914","The answer is \boxed{0.190,0.247}"
"915","The answer is \boxed{-2}"
"916","The answer is \boxed{3\sqrt{2},6\sqrt{2},18}"
"917","The answer is \boxed{189.8,246.4,43}"
"918","The answer is \boxed{C}"
"919","The answer is \boxed{\frac{3875}{12012}}"
"920","The answer is \boxed{178}"
"921","The answer is \boxed{D}"
"922","The answer is \boxed{B}"
"923","The answer is \boxed{y = -6.2x + 297.6,93,48}"
"924","The answer is \boxed{n=55+0.2t,2010}"
"925","The answer is \boxed{276}"
"926","The answer is \boxed{-3t^2 - 6t + 2}"
"927","The answer is \boxed{False,True,True,True,False,False}"
"928","The answer is \boxed{E}"
"929","The answer is \boxed{6.086,(-0.72,3.12),A}"
"930","The answer is \boxed{E}"
"931","The answer is \boxed{3,-3}"
"932","The answer is \boxed{26}"
"933","The answer is \boxed{E}"
"934","The answer is \boxed{J}"
"935","The answer is \boxed{H}"
"936","The answer is \boxed{\frac{275}{16}}"
"937","The answer is \boxed{640}"
"938","The answer is \boxed{49.88}"
"939","The answer is \boxed{E}"
"940","The answer is \boxed{B}"
"941","The answer is \boxed{A,C,A,A,B,C}"
"942","The answer is \boxed{36}"
